CaseID,ActivityID,CompleteTimestamp
1896,6,2018-03-19 17:30:54
1897,1,2018-03-14 10:22:19
1897,14,2018-03-14 10:22:22
1897,15,2018-03-19 11:13:45
1897,2,2018-03-19 14:47:28
1897,5,2018-03-19 15:00:04
1897,6,2018-03-22 17:31:12
1898,1,2018-03-14 10:38:55
1898,14,2018-03-14 10:39:57
1898,2,2018-03-28 10:36:56
1898,5,2018-03-29 06:57:34
1898,6,2018-04-05 17:30:53
1899,1,2018-03-14 10:40:55
1899,14,2018-03-14 10:41:35
1899,15,2018-03-14 11:27:09
1899,2,2018-03-15 09:07:59
1899,5,2018-03-15 10:53:12
1899,6,2018-03-19 17:30:54
1900,1,2018-03-14 10:58:51
1900,13,2018-03-14 10:58:54
1900,8,2018-03-28 10:43:41
1900,1,2018-03-28 18:40:16
1900,14,2018-03-28 18:40:53
1900,2,2018-03-29 10:41:53
1900,5,2018-04-02 14:46:00
1900,6,2018-04-05 17:30:53
1901,1,2018-03-14 11:10:09
1901,14,2018-03-14 11:10:21
1901,2,2018-03-19 12:23:54
1901,5,2018-03-20 09:30:48
1901,6,2018-03-22 17:31:12
1902,1,2018-03-14 11:14:00
1902,14,2018-03-14 11:14:37
1902,15,2018-03-19 11:11:29
1902,2,2018-03-22 09:11:23
1902,5,2018-03-23 07:52:10
1902,6,2018-03-26 17:31:14
1903,1,2018-03-14 11:15:16
1903,14,2018-03-14 11:17:46
1903,2,2018-03-19 12:25:46
1903,5,2018-03-20 09:30:47
1903,6,2018-03-22 17:31:12
1904,1,2018-03-14 11:17:20
1904,13,2018-03-14 11:17:28
1904,8,2018-03-15 10:06:48
1904,1,2018-03-29 10:57:43
1904,13,2018-03-29 10:57:53
1904,8,2018-04-11 14:36:18
1905,1,2018-03-14 11:45:11
1905,14,2018-03-14 11:45:14
1905,2,2018-03-15 09:33:32
1905,5,2018-03-16 12:25:07
1905,6,2018-03-19 17:30:54
1906,1,2018-03-14 12:25:58
1906,14,2018-03-14 12:27:24
1906,15,2018-03-14 12:45:52
1906,2,2018-03-16 14:32:44
1906,5,2018-03-21 08:52:31
1906,6,2018-03-22 17:31:12
1907,1,2018-03-14 12:47:54
1907,14,2018-03-14 12:47:58
1907,2,2018-03-15 10:15:20
1907,5,2018-03-15 12:49:12
1907,6,2018-03-19 17:30:54
1908,1,2018-03-14 13:55:20
1908,14,2018-03-14 13:56:40
1908,2,2018-03-15 11:22:46
1908,5,2018-03-26 11:04:29
1908,6,2018-03-29 17:31:11
1909,1,2018-03-14 14:28:51
1909,14,2018-03-14 14:29:31
1909,15,2018-03-15 09:19:36
1909,2,2018-03-19 10:56:17
1909,5,2018-03-22 10:50:55
1909,6,2018-03-26 17:31:14
1910,1,2018-03-14 14:36:19
1910,14,2018-03-14 14:37:10
1910,2,2018-03-15 09:14:27
1910,5,2018-03-15 12:28:50
1910,6,2018-03-19 17:30:54
1911,1,2018-03-14 17:08:10
1911,14,2018-03-14 17:08:14
1911,15,2018-03-15 10:12:22
1911,2,2018-03-22 05:15:19
1911,5,2018-03-23 13:46:10
1911,6,2018-03-26 17:31:14
1912,1,2018-03-15 08:41:12
1912,14,2018-03-15 08:42:46
1912,2,2018-03-16 11:30:41
1912,5,2018-03-16 12:58:53
1912,6,2018-03-19 17:30:54
1913,1,2018-03-15 08:56:05
1913,14,2018-03-15 08:58:32
1913,2,2018-03-20 15:16:49
1913,5,2018-03-23 15:17:51
1913,6,2018-03-26 17:31:14
1914,1,2018-03-15 10:06:09
1914,14,2018-03-15 10:06:17
1914,2,2018-03-15 12:27:50
1914,5,2018-03-16 14:32:44
1914,6,2018-03-19 17:30:54
1915,1,2018-03-15 10:20:32
1915,14,2018-03-15 13:20:53
1915,15,2018-03-20 16:00:33
1915,2,2018-03-22 10:36:37
1915,5,2018-03-22 11:53:34
1915,6,2018-03-26 17:31:14
1916,1,2018-03-15 10:29:58
1916,13,2018-03-15 10:30:22
1916,8,2018-03-19 12:19:25
1916,1,2018-03-21 13:26:36
1916,14,2018-03-21 13:26:39
1916,15,2018-03-22 17:54:13
1916,2,2018-03-27 06:47:03
1916,5,2018-03-27 08:59:14
1916,6,2018-03-29 17:31:11
1917,1,2018-03-15 11:06:12
1917,14,2018-03-15 11:06:17
1917,2,2018-03-15 13:11:59
1917,5,2018-03-20 13:15:16
1917,6,2018-03-22 17:31:12
1918,1,2018-03-15 11:18:31
1918,14,2018-06-27 11:54:54
1918,2,2018-07-03 09:51:50
1918,5,2018-07-04 11:12:18
1918,6,2018-07-05 17:31:35
1919,1,2018-03-15 11:23:58
1919,14,2018-03-15 11:24:01
1919,2,2018-03-16 10:23:12
1919,5,2018-03-16 19:02:39
1919,6,2018-03-22 17:31:12
1920,1,2018-03-15 11:30:03
1920,14,2018-03-15 11:38:04
1920,2,2018-03-15 12:28:15
1920,5,2018-03-28 12:52:55
1920,6,2018-03-29 17:31:11
1921,1,2018-03-15 12:15:48
1921,14,2018-03-15 13:05:25
1921,2,2018-03-21 13:37:13
1921,5,2018-03-22 09:11:23
1921,6,2018-03-26 17:31:14
1922,1,2018-03-15 13:09:52
1922,13,2018-03-15 13:21:30
1922,8,2018-03-20 16:41:08
1922,1,2018-03-15 13:10:50
1922,13,2018-03-15 13:21:14
1922,8,2018-03-20 16:42:15
1922,1,2018-03-15 13:15:44
1922,13,2018-03-15 13:21:45
1922,8,2018-03-20 16:44:02
1923,1,2018-03-15 13:20:54
1923,14,2018-03-15 13:20:56
1923,2,2018-03-20 10:35:57
1923,5,2018-03-20 10:59:50
1923,6,2018-03-22 17:31:12
1924,1,2018-03-15 14:45:32
1924,14,2018-03-15 14:46:33
1924,2,2018-03-15 14:59:09
1924,5,2018-03-28 10:31:01
1924,6,2018-03-29 17:31:11
1925,1,2018-03-15 15:24:11
1925,14,2018-03-15 15:31:00
1925,2,2018-03-21 12:22:50
1925,5,2018-03-22 09:13:38
1925,6,2018-03-26 17:31:14
1926,1,2018-03-15 15:29:17
1926,13,2018-03-15 15:29:20
1926,8,2018-03-21 12:28:00
1926,1,2018-04-05 17:20:39
1926,13,2018-04-05 17:20:48
1926,8,2018-04-09 14:37:08
1926,1,2018-04-09 14:41:48
1926,14,2018-04-09 14:41:53
1926,2,2018-04-12 10:14:22
1926,5,2018-04-16 14:33:43
1926,6,2018-04-19 17:31:32
1927,1,2018-03-15 16:27:56
1927,14,2018-03-15 16:28:03
1927,2,2018-03-15 16:44:23
1927,5,2018-03-16 09:37:59
1927,6,2018-03-19 17:30:54
1928,1,2018-03-15 16:30:44
1928,14,2018-03-15 16:33:04
1928,2,2018-03-16 11:14:20
1928,5,2018-03-19 08:19:27
1928,6,2018-03-22 17:31:12
1929,1,2018-03-15 16:34:12
1929,14,2018-03-15 16:34:49
1929,2,2018-03-20 08:32:53
1929,5,2018-03-20 14:06:51
1929,6,2018-03-22 17:31:12
1930,1,2018-03-16 09:01:24
1930,14,2018-03-16 09:01:28
1930,15,2018-03-16 11:03:48
1930,2,2018-03-23 05:15:53
1930,5,2018-04-16 10:39:40
1930,6,2018-04-19 17:31:32
1931,1,2018-03-16 09:51:17
1931,14,2018-03-16 09:51:22
1931,15,2018-03-16 11:12:19
1931,2,2018-03-20 08:44:23
1931,5,2018-03-21 09:34:40
1931,6,2018-03-22 17:31:12
1932,1,2018-03-16 09:53:41
1932,14,2018-03-16 09:53:44
1932,2,2018-03-16 10:24:21
1932,5,2018-03-16 19:02:33
1932,6,2018-03-22 17:31:12
1933,1,2018-03-16 10:02:11
1933,14,2018-03-16 10:02:14
1933,2,2018-03-28 10:46:54
1933,5,2018-03-29 08:02:34
1933,6,2018-04-05 17:30:53
1934,1,2018-03-16 13:15:11
1934,14,2018-03-16 13:15:47
1934,15,2018-03-16 14:32:21
1934,2,2018-03-23 05:15:53
1934,5,2018-03-29 11:02:38
1934,6,2018-04-05 17:30:53
1935,1,2018-03-16 13:19:40
1935,14,2018-03-16 13:19:47
1935,15,2018-03-16 14:37:16
1935,2,2018-03-23 05:15:53
1935,5,2018-03-29 11:02:36
1935,6,2018-04-05 17:30:53
1936,1,2018-03-16 13:46:45
1936,14,2018-03-16 13:47:50
1936,2,2018-03-27 14:32:20
1936,5,2018-04-04 15:30:21
1936,6,2018-04-05 17:30:53
1937,1,2018-03-16 13:50:57
1937,14,2018-03-16 13:51:11
1937,15,2018-03-19 08:05:35
1937,2,2018-03-20 09:41:59
1937,5,2018-03-22 09:43:05
1937,6,2018-03-26 17:31:14
1938,1,2018-03-16 14:33:45
1938,14,2018-03-16 14:34:06
1938,15,2018-03-28 10:48:54
1938,2,2018-04-04 05:15:31
1938,5,2018-04-04 14:42:30
1938,6,2018-04-05 17:30:53
1939,1,2018-03-16 15:26:34
1939,14,2018-09-24 15:56:57
1939,15,2018-09-26 13:58:51
1939,2,2018-09-27 10:11:21
1939,5,2018-10-30 12:17:15
1939,6,2018-11-01 17:31:17
1939,1,2018-03-16 15:28:42
1939,14,2018-09-24 15:58:08
1939,15,2018-09-26 14:02:10
1939,2,2018-09-27 10:11:31
1939,5,2018-10-30 12:17:12
1939,6,2018-11-01 17:31:17
1940,1,2018-03-16 15:53:31
1940,14,2018-03-16 15:55:16
1940,2,2018-03-20 10:49:00
1940,5,2018-03-22 08:59:02
1940,6,2018-03-26 17:31:14
1941,1,2018-03-16 16:33:53
1941,13,2018-03-16 16:34:14
1941,8,2018-03-19 08:56:19
1941,1,2018-03-16 16:54:04
1941,13,2018-03-16 16:55:48
1941,8,2018-03-19 08:57:53
1942,1,2018-03-16 19:33:05
1942,14,2018-03-16 19:33:08
1942,2,2018-03-19 12:19:52
1942,5,2018-03-20 08:49:13
1942,6,2018-03-22 17:31:12
1942,1,2018-03-17 16:59:22
1942,14,2018-03-17 16:59:51
1942,7,2018-03-20 10:47:14
1942,8,2018-03-21 08:24:06
1942,1,2018-03-21 08:32:34
1942,14,2018-03-21 08:33:13
1942,15,2018-03-21 10:23:07
1942,2,2018-03-22 12:01:36
1942,5,2018-04-04 15:30:07
1942,6,2018-04-05 17:30:53
1943,1,2018-03-18 17:37:17
1943,14,2018-03-18 17:38:37
1943,15,2018-03-19 12:19:27
1943,2,2018-03-22 13:27:24
1943,5,2018-03-23 08:48:31
1943,6,2018-03-26 17:31:14
1944,1,2018-03-18 17:41:24
1944,14,2018-03-18 17:42:01
1944,15,2018-03-19 12:18:47
1944,2,2018-03-22 13:27:24
1944,5,2018-03-23 08:48:50
1944,6,2018-03-26 17:31:14
1945,1,2018-03-18 17:43:00
1945,14,2018-03-18 17:43:24
1945,2,2018-03-19 12:17:24
1945,5,2018-03-19 14:54:46
1945,6,2018-03-22 17:31:12
1946,1,2018-03-18 17:45:16
1946,14,2018-03-18 17:45:46
1946,2,2018-03-19 12:16:21
1946,5,2018-03-19 14:54:59
1946,6,2018-03-22 17:31:12
1947,1,2018-03-18 19:42:18
1947,13,2018-03-18 19:42:25
1947,8,2018-03-21 14:42:55
1948,1,2018-03-19 08:45:04
1948,14,2018-03-19 08:45:31
1948,2,2018-03-19 12:15:46
1948,5,2018-03-19 17:45:32
1948,6,2018-03-22 17:31:12
1949,1,2018-03-19 09:06:51
1949,14,2018-03-19 09:06:54
1949,2,2018-03-19 12:28:49
1949,5,2018-03-27 08:49:07
1949,6,2018-03-29 17:31:11
1950,1,2018-03-19 09:22:07
1950,14,2018-03-19 09:22:50
1950,2,2018-03-19 12:21:34
1950,5,2018-03-19 15:28:34
1950,6,2018-03-22 17:31:12
1951,1,2018-03-19 09:27:49
1951,14,2018-03-19 09:27:53
1951,15,2018-03-22 07:52:48
1951,2,2018-03-23 12:14:45
1951,5,2018-03-27 10:45:54
1951,6,2018-03-29 17:31:11
1951,1,2018-03-19 09:32:18
1951,14,2018-03-19 09:32:20
1951,2,2018-03-19 12:28:07
1951,5,2018-03-19 15:28:44
1951,6,2018-03-22 17:31:12
1952,1,2018-03-19 09:34:53
1952,14,2018-03-19 09:34:56
1952,2,2018-03-19 12:27:30
1952,5,2018-03-19 15:28:56
1952,6,2018-03-22 17:31:12
1953,1,2018-03-19 09:41:58
1953,14,2018-03-19 09:42:02
1953,2,2018-03-20 08:34:41
1953,5,2018-03-22 09:24:41
1953,6,2018-03-26 17:31:14
1953,1,2018-03-19 10:10:51
1953,14,2018-03-19 10:11:06
1953,2,2018-03-20 15:27:20
1953,5,2018-03-20 22:11:37
1953,6,2018-03-22 17:31:12
1954,1,2018-03-19 10:24:47
1954,14,2018-03-19 10:28:34
1954,2,2018-03-20 12:50:51
1954,5,2018-03-20 22:11:35
1954,6,2018-03-22 17:31:12
1955,1,2018-03-19 10:35:31
1955,14,2018-03-19 10:44:16
1955,2,2018-03-20 15:34:47
1955,5,2018-03-20 22:11:33
1955,6,2018-03-22 17:31:12
1956,1,2018-03-19 10:40:40
1956,14,2018-03-19 10:43:07
1956,2,2018-03-19 12:12:38
1956,5,2018-03-20 11:09:42
1956,6,2018-03-22 17:31:12
1957,1,2018-03-19 10:51:38
1957,14,2018-03-19 11:08:34
1957,15,2018-03-20 14:25:13
1957,7,2018-03-20 16:19:41
1957,8,2018-03-22 09:14:27
1957,1,2018-03-23 13:55:36
1957,14,2018-03-23 13:55:41
1957,15,2018-03-23 15:04:37
1957,2,2018-03-27 09:21:13
1957,5,2018-03-29 08:16:07
1957,6,2018-04-05 17:30:53
1958,1,2018-03-19 11:24:48
1958,14,2018-03-19 11:25:13
1958,7,2018-03-20 10:34:31
1958,8,2018-03-22 09:34:29
1958,1,2018-08-28 10:42:03
1958,14,2018-08-28 10:42:10
1958,2,2018-08-30 08:43:01
1958,5,2018-08-30 09:52:34
1958,6,2018-09-03 17:31:14
1959,1,2018-03-19 11:34:19
1959,14,2018-03-19 11:35:57
1959,15,2018-03-21 10:18:42
1959,2,2018-03-22 08:36:38
1959,5,2018-03-22 09:39:27
1959,6,2018-03-26 17:31:14
1959,1,2018-03-19 11:36:45
1959,14,2018-03-19 11:37:50
1959,15,2018-03-21 10:16:30
1959,2,2018-03-22 08:36:19
1959,5,2018-03-22 09:39:17
1959,6,2018-03-26 17:31:14
1960,1,2018-03-19 11:38:03
1960,14,2018-03-19 11:38:11
1960,2,2018-03-28 10:51:36
1960,5,2018-03-29 06:57:33
1960,6,2018-04-05 17:30:53
1961,1,2018-03-19 12:23:41
1961,14,2018-03-19 12:24:01
1961,2,2018-03-19 13:49:23
1961,5,2018-03-19 18:10:06
1961,6,2018-03-22 17:31:12
1962,1,2018-03-19 13:01:45
1962,14,2018-03-19 13:01:51
1962,2,2018-03-28 11:02:20
1962,5,2018-03-29 06:57:31
1962,6,2018-04-05 17:30:53
1963,1,2018-03-19 13:04:45
1963,13,2018-03-19 13:04:48
1963,8,2018-03-28 11:04:50
1963,1,2018-04-19 11:02:21
1963,14,2018-04-19 11:02:24
1963,2,2018-04-24 08:33:51
1963,5,2018-04-24 09:22:30
1963,6,2018-04-26 17:30:55
1964,1,2018-03-19 13:05:01
1964,14,2018-03-19 13:09:24
1964,2,2018-03-20 10:32:46
1964,5,2018-03-20 10:59:01
1964,6,2018-03-22 17:31:12
1965,1,2018-03-19 13:18:57
1965,14,2018-04-08 14:45:10
1965,15,2018-04-09 14:43:17
1965,2,2018-04-10 15:08:39
1965,5,2018-04-16 09:14:54
1965,6,2018-04-19 17:31:32
1966,1,2018-03-19 13:25:09
1966,13,2018-04-08 16:08:08
1966,8,2018-04-09 14:48:26
1967,1,2018-03-19 13:51:44
1967,14,2018-03-19 13:52:11
1967,15,2018-03-20 10:32:01
1967,2,2018-03-20 10:41:48
1967,5,2018-03-22 08:14:42
1967,6,2018-03-26 17:31:14
1968,1,2018-03-19 14:08:37
1968,14,2018-03-19 14:08:46
1968,2,2018-03-22 17:52:44
1968,5,2018-03-23 15:17:49
1968,6,2018-03-26 17:31:14
1969,1,2018-03-19 14:42:00
1969,14,2018-03-19 14:42:56
1969,15,2018-03-21 10:13:46
1969,2,2018-03-22 08:00:14
1969,5,2018-03-22 09:39:01
1969,6,2018-03-26 17:31:14
1970,1,2018-03-19 14:45:56
1970,14,2018-03-19 14:45:59
1970,15,2018-03-20 12:58:19
1970,2,2018-03-27 05:15:19
1970,5,2018-03-27 09:32:14
1970,6,2018-03-29 17:31:11
1971,1,2018-03-19 15:22:22
1971,14,2018-03-19 15:23:33
1971,2,2018-03-28 11:09:13
1971,5,2018-03-29 06:57:29
1971,6,2018-04-05 17:30:53
1972,1,2018-03-19 16:27:02
1972,14,2018-03-19 16:29:47
1972,16,2018-03-20 12:47:09
1972,8,2018-03-20 14:42:37
1973,1,2018-03-19 16:34:00
1973,14,2018-03-19 16:34:06
1973,2,2018-03-20 12:48:27
1973,5,2018-03-20 14:38:19
1973,6,2018-03-22 17:31:12
1973,1,2018-03-19 16:41:31
1973,14,2018-03-19 16:41:35
1973,15,2018-03-28 11:10:42
1973,2,2018-03-28 15:51:51
1973,5,2018-03-28 18:53:42
1973,6,2018-04-05 17:30:53
1974,1,2018-03-19 17:58:05
1974,14,2018-03-19 17:59:40
1974,15,2018-03-20 12:49:34
1974,2,2018-03-22 08:17:55
1974,5,2018-03-27 08:42:30
1974,6,2018-03-29 17:31:11
1975,1,2018-03-20 08:54:38
1975,14,2018-03-20 08:54:44
1975,15,2018-03-20 12:49:04
1975,2,2018-03-26 14:24:17
1975,5,2018-04-04 15:29:53
1975,6,2018-04-05 17:30:53
1976,1,2018-03-20 08:57:22
1976,13,2018-03-20 08:57:27
1976,8,2018-03-28 11:12:44
1976,1,2018-03-29 11:44:39
1976,14,2018-03-29 11:49:06
1976,16,2018-04-03 11:21:09
1976,8,2018-04-05 09:15:12
1976,1,2018-04-05 10:26:41
1976,14,2018-04-05 10:27:18
1976,15,2018-04-05 12:28:25
1976,2,2018-04-12 05:15:44
1976,5,2018-04-13 13:09:49
1976,6,2018-04-16 17:31:11
1977,1,2018-03-20 09:57:31
1977,14,2018-03-20 09:57:42
1977,2,2018-03-20 10:44:59
1977,5,2018-03-22 10:23:04
1977,6,2018-03-26 17:31:14
1978,1,2018-03-20 10:49:59
1978,14,2018-03-20 10:50:09
1978,2,2018-03-20 12:46:25
1978,5,2018-03-22 02:46:02
1978,6,2018-03-26 17:31:14
1979,1,2018-03-20 10:58:59
1979,14,2018-03-20 10:59:08
1979,15,2018-03-20 12:46:04
1979,2,2018-03-27 05:15:19
1979,5,2018-03-27 10:28:50
1979,6,2018-03-29 17:31:11
1980,1,2018-03-20 11:23:51
1980,14,2018-03-20 11:24:04
1980,15,2018-03-20 12:22:34
1980,7,2018-03-27 05:15:19
1980,8,2018-03-28 17:50:11
1980,1,2018-03-28 18:00:52
1980,14,2018-03-28 18:01:51
1980,15,2018-03-29 09:18:55
1980,2,2018-04-01 19:16:02
1980,5,2018-04-03 11:46:34
1980,6,2018-04-05 17:30:53
1981,1,2018-03-20 12:27:11
1981,14,2018-03-20 12:29:20
1981,2,2018-03-21 08:18:33
1981,5,2018-04-01 19:16:14
1981,6,2018-04-05 17:30:53
1982,12,2018-03-20 13:21:13
1983,1,2018-03-20 14:02:06
1983,14,2018-03-20 14:03:02
1983,15,2018-03-21 12:09:09
1983,2,2018-03-22 17:09:30
1983,5,2018-04-03 08:38:57
1983,6,2018-04-05 17:30:53
1984,1,2018-03-20 14:42:29
1984,13,2018-03-20 14:42:31
1984,8,2018-03-23 10:20:49
1985,1,2018-03-20 14:42:47
1985,14,2018-03-20 14:43:18
1985,2,2018-03-21 15:17:00
1985,5,2018-03-22 08:41:39
1985,6,2018-03-26 17:31:14
1986,1,2018-03-20 14:45:40
1986,14,2018-03-20 14:48:00
1986,2,2018-03-21 10:23:47
1986,5,2018-03-22 09:59:12
1986,6,2018-03-26 17:31:14
1986,1,2018-03-20 14:55:58
1986,14,2018-03-20 14:56:14
1986,2,2018-03-21 08:17:24
1986,5,2018-03-22 08:21:06
1986,6,2018-03-26 17:31:14
1987,1,2018-03-20 15:02:44
1987,14,2018-03-20 15:08:38
1987,15,2018-03-20 15:36:25
1987,2,2018-03-22 09:15:07
1987,5,2018-03-27 07:03:30
1987,6,2018-03-29 17:31:11
1988,1,2018-03-20 15:21:42
1988,14,2018-03-20 15:55:47
1988,2,2018-03-20 16:45:41
1988,5,2018-03-22 09:24:10
1988,6,2018-03-26 17:31:14
1989,1,2018-03-20 15:25:37
1989,13,2018-03-20 15:27:23
1989,8,2018-03-21 12:11:31
1989,1,2018-03-21 14:04:58
1989,14,2018-03-21 14:05:05
1989,15,2018-03-21 14:57:52
1989,2,2018-03-21 16:42:36
1989,5,2018-03-22 10:01:04
1989,6,2018-03-26 17:31:14
1990,1,2018-03-20 15:25:54
1990,14,2018-03-20 15:26:32
1990,15,2018-03-20 16:43:29
1990,2,2018-03-23 07:29:28
1990,5,2018-03-27 09:03:16
1990,6,2018-03-29 17:31:11
1991,1,2018-03-20 17:00:18
1991,14,2018-03-20 17:00:26
1991,15,2018-03-21 16:38:10
1991,2,2018-03-23 14:13:30
1991,5,2018-03-27 07:02:21
1991,6,2018-03-29 17:31:11
1992,1,2018-03-20 22:11:25
1992,14,2018-03-20 22:11:44
1992,15,2018-03-21 08:15:16
1992,2,2018-03-28 05:15:25
1992,5,2018-04-09 11:55:54
1992,6,2018-04-12 17:31:12
1993,1,2018-03-21 08:26:32
1993,13,2018-03-21 08:26:45
1993,8,2018-03-28 11:28:53
1993,1,2018-03-28 18:59:04
1993,13,2018-03-28 18:59:08
1993,8,2018-03-29 10:31:28
1993,1,2018-03-31 09:16:51
1993,14,2018-03-31 09:16:59
1993,2,2018-04-03 11:23:09
1993,5,2018-04-05 07:17:19
1993,6,2018-04-09 17:30:59
1994,1,2018-03-21 10:20:50
1994,14,2018-03-21 10:22:42
1994,2,2018-03-23 15:06:37
1994,5,2018-03-27 07:03:29
1994,6,2018-03-29 17:31:11
1994,1,2018-03-21 11:02:28
1994,14,2018-03-21 11:02:38
1994,2,2018-03-21 15:01:47
1994,5,2018-03-22 09:36:36
1994,6,2018-03-26 17:31:14
1995,1,2018-03-21 11:59:06
1995,14,2018-03-21 11:59:12
1995,15,2018-03-22 08:07:38
1995,2,2018-03-28 09:28:00
1995,5,2018-03-29 08:36:26
1995,6,2018-04-05 17:30:53
1995,1,2018-03-21 12:08:42
1995,14,2018-03-21 12:09:02
1995,15,2018-03-22 08:09:10
1995,2,2018-03-23 07:50:09
1995,5,2018-03-27 12:06:06
1995,6,2018-03-29 17:31:11
1996,1,2018-03-21 12:34:22
1996,14,2018-03-21 12:34:31
1996,2,2018-03-21 14:50:44
1996,5,2018-03-22 13:27:12
1996,6,2018-03-26 17:31:14
1997,1,2018-03-21 12:35:25
1997,14,2018-03-21 12:35:44
1997,2,2018-03-28 08:38:52
1997,5,2018-04-10 09:00:08
1997,6,2018-04-12 17:31:12
1998,1,2018-03-21 12:39:48
1998,13,2018-03-21 12:39:56
1998,8,2018-03-22 10:00:09
1999,1,2018-03-21 13:23:26
1999,14,2018-03-21 13:26:15
1999,15,2018-03-22 17:02:52
1999,2,2018-03-27 06:47:03
1999,5,2018-03-27 08:59:16
1999,6,2018-03-29 17:31:11
2000,1,2018-03-21 13:57:09
2000,14,2018-03-21 13:58:57
2000,2,2018-03-22 17:00:53
2000,5,2018-03-23 15:17:47
2000,6,2018-04-19 17:31:32
2000,1,2018-03-21 14:00:15
2000,14,2018-03-21 14:00:17
2000,2,2018-03-22 17:01:35
2000,5,2018-03-23 15:17:45
2000,6,2018-04-19 17:31:32
2001,1,2018-03-21 15:36:55
2001,14,2018-03-21 15:37:05
2001,15,2018-03-22 08:49:02
2001,2,2018-03-27 09:05:09
2001,5,2018-03-29 09:04:21
2001,6,2018-04-05 17:30:53
2002,1,2018-03-21 16:09:33
2002,13,2018-03-21 16:24:11
2002,8,2018-03-28 11:45:41
2002,1,2018-03-28 18:20:05
2002,14,2018-03-28 18:20:17
2002,2,2018-03-29 10:43:12
2002,5,2018-04-04 15:29:41
2002,6,2018-04-05 17:30:53
2003,1,2018-03-21 16:25:22
2003,13,2018-03-21 16:26:06
2003,8,2018-03-28 11:48:12
2003,1,2018-03-28 12:11:03
2003,14,2018-03-28 12:11:09
2003,2,2018-03-28 12:15:27
2003,5,2018-03-29 09:45:07
2003,6,2018-04-05 17:30:53
2004,1,2018-03-21 23:17:03
2004,14,2018-03-21 23:17:15
2004,2,2018-03-28 12:24:55
2004,5,2018-03-29 08:18:45
2004,6,2018-04-05 17:30:53
2005,1,2018-03-22 08:27:49
2005,14,2018-03-22 08:28:02
2005,2,2018-03-28 11:53:01
2005,5,2018-03-29 09:45:16
2005,6,2018-04-05 17:30:53
2006,1,2018-03-22 10:22:39
2006,14,2018-03-22 10:22:44
2006,2,2018-03-22 11:04:16
2006,5,2018-04-01 19:16:10
2006,6,2018-04-05 17:30:53
2007,1,2018-03-22 11:10:08
2007,14,2018-03-22 11:12:47
2007,2,2018-03-23 14:57:50
2007,5,2018-03-27 10:28:04
2007,6,2018-03-29 17:31:11
2008,1,2018-03-22 11:44:53
2008,14,2018-03-22 11:45:15
2008,2,2018-03-28 10:10:29
2008,5,2018-03-29 07:52:49
2008,6,2018-04-05 17:30:53
2009,1,2018-03-22 13:19:11
2009,14,2018-03-22 13:19:29
2009,15,2018-03-22 18:15:53
2009,2,2018-03-27 08:17:17
2009,5,2018-03-28 17:50:46
2009,6,2018-04-05 17:30:53
2010,1,2018-03-22 14:42:29
2010,14,2018-03-22 14:42:36
2010,15,2018-03-26 15:04:51
2010,2,2018-03-27 08:10:42
2010,5,2018-03-27 08:17:17
2010,6,2018-03-29 17:31:11
2011,1,2018-03-22 14:50:53
2011,14,2018-03-22 14:51:09
2011,2,2018-03-23 15:04:01
2011,5,2018-03-27 13:26:24
2011,6,2018-03-29 17:31:11
2012,1,2018-03-22 14:55:06
2012,14,2018-03-22 14:56:35
2012,2,2018-03-23 15:05:31
2012,5,2018-03-27 08:29:25
2012,6,2018-03-29 17:31:11
2013,1,2018-03-22 14:58:36
2013,14,2018-03-22 14:58:39
2013,2,2018-03-22 18:15:06
2013,5,2018-03-27 08:16:40
2013,6,2018-03-29 17:31:11
2014,1,2018-03-22 16:18:50
2014,14,2018-03-22 16:18:54
2014,2,2018-03-23 10:35:40
2014,5,2018-03-27 12:48:53
2014,6,2018-03-29 17:31:11
2015,1,2018-03-22 17:54:29
2015,14,2018-03-22 17:54:33
2015,15,2018-03-23 10:07:14
2015,2,2018-03-23 16:51:29
2015,5,2018-03-23 16:51:31
2015,6,2018-03-26 17:31:14
2016,1,2018-03-23 09:28:51
2016,14,2018-03-23 09:33:02
2016,15,2018-03-23 10:09:10
2016,2,2018-03-27 09:20:56
2016,5,2018-03-27 10:45:44
2016,6,2018-03-29 17:31:11
2017,1,2018-03-23 09:36:11
2017,14,2018-03-23 09:36:20
2017,2,2018-03-23 15:03:37
2017,5,2018-03-26 08:08:59
2017,6,2018-03-29 17:31:11
2018,1,2018-03-23 09:50:43
2018,14,2018-03-23 09:50:46
2018,2,2018-03-23 13:50:08
2018,5,2018-03-26 09:49:55
2018,6,2018-03-29 17:31:11
2019,1,2018-03-23 09:54:45
2019,14,2018-03-23 10:46:16
2019,2,2018-03-26 09:43:56
2019,5,2018-04-06 08:29:23
2019,6,2018-04-09 17:30:59
2020,1,2018-03-23 10:40:11
2020,14,2018-03-23 10:40:25
2020,2,2018-03-28 08:34:21
2020,5,2018-03-28 17:28:35
2020,6,2018-03-29 17:31:11
2021,1,2018-03-23 10:46:39
2021,14,2018-03-23 10:49:41
2021,15,2018-03-23 11:05:07
2021,2,2018-03-27 09:20:44
2021,5,2018-03-27 10:45:42
2021,6,2018-03-29 17:31:11
2021,1,2018-03-23 11:09:41
2021,14,2018-03-23 11:10:48
2021,15,2018-03-23 11:38:05
2021,2,2018-03-27 09:19:38
